Source,Target,Type,Id,Label,timeset,Weight,Disease/Disorder
109,114,Undirected,552,D24,,1,Ehlers-Danlos Syndrome
109,115,Undirected,553,D24,,1,Ehlers-Danlos Syndrome
109,116,Undirected,554,D24,,1,Ehlers-Danlos Syndrome
109,117,Undirected,555,D24,,1,Ehlers-Danlos Syndrome
109,118,Undirected,556,D24,,1,Ehlers-Danlos Syndrome
109,119,Undirected,557,D24,,1,Ehlers-Danlos Syndrome
109,120,Undirected,558,D24,,1,Ehlers-Danlos Syndrome
109,121,Undirected,559,D24,,1,Ehlers-Danlos Syndrome
109,122,Undirected,560,D24,,1,Ehlers-Danlos Syndrome
109,123,Undirected,561,D24,,1,Ehlers-Danlos Syndrome
109,124,Undirected,562,D24,,1,Ehlers-Danlos Syndrome
109,125,Undirected,563,D24,,1,Ehlers-Danlos Syndrome
110,111,Undirected,564,D24,,1,Ehlers-Danlos Syndrome
110,112,Undirected,565,D24,,1,Ehlers-Danlos Syndrome
110,113,Undirected,566,D24,,1,Ehlers-Danlos Syndrome
110,114,Undirected,567,D24,,1,Ehlers-Danlos Syndrome
110,115,Undirected,568,D24,,1,Ehlers-Danlos Syndrome
110,116,Undirected,569,D24,,1,Ehlers-Danlos Syndrome
110,117,Undirected,570,D24,,1,Ehlers-Danlos Syndrome
110,118,Undirected,571,D24,,1,Ehlers-Danlos Syndrome
110,119,Undirected,572,D24,,1,Ehlers-Danlos Syndrome
110,120,Undirected,573,D24,,1,Ehlers-Danlos Syndrome
110,121,Undirected,574,D24,,1,Ehlers-Danlos Syndrome
110,122,Undirected,575,D24,,1,Ehlers-Danlos Syndrome
110,123,Undirected,576,D24,,1,Ehlers-Danlos Syndrome
110,124,Undirected,577,D24,,1,Ehlers-Danlos Syndrome
110,125,Undirected,578,D24,,1,Ehlers-Danlos Syndrome
111,112,Undirected,579,D24,,1,Ehlers-Danlos Syndrome
111,113,Undirected,580,D24,,1,Ehlers-Danlos Syndrome
111,114,Undirected,581,D24,,1,Ehlers-Danlos Syndrome
111,115,Undirected,582,D24,,1,Ehlers-Danlos Syndrome
111,116,Undirected,583,D24,,1,Ehlers-Danlos Syndrome
111,117,Undirected,584,D24,,1,Ehlers-Danlos Syndrome
111,118,Undirected,585,D24,,1,Ehlers-Danlos Syndrome
111,119,Undirected,586,D24,,1,Ehlers-Danlos Syndrome
111,120,Undirected,587,D24,,1,Ehlers-Danlos Syndrome
111,121,Undirected,588,D24,,1,Ehlers-Danlos Syndrome
111,122,Undirected,589,D24,,1,Ehlers-Danlos Syndrome
111,123,Undirected,590,D24,,1,Ehlers-Danlos Syndrome
111,124,Undirected,591,D24,,1,Ehlers-Danlos Syndrome
111,125,Undirected,592,D24,,1,Ehlers-Danlos Syndrome
112,113,Undirected,593,D24,,1,Ehlers-Danlos Syndrome
112,114,Undirected,594,D24,,1,Ehlers-Danlos Syndrome
112,115,Undirected,595,D24,,1,Ehlers-Danlos Syndrome
112,116,Undirected,596,D24,,1,Ehlers-Danlos Syndrome
112,117,Undirected,597,D24,,1,Ehlers-Danlos Syndrome
112,118,Undirected,598,D24,,1,Ehlers-Danlos Syndrome
112,119,Undirected,599,D24,,1,Ehlers-Danlos Syndrome
112,120,Undirected,600,D24,,1,Ehlers-Danlos Syndrome
112,121,Undirected,601,D24,,1,Ehlers-Danlos Syndrome
112,122,Undirected,602,D24,,1,Ehlers-Danlos Syndrome
112,123,Undirected,603,D24,,1,Ehlers-Danlos Syndrome
112,124,Undirected,604,D24,,1,Ehlers-Danlos Syndrome
112,125,Undirected,605,D24,,1,Ehlers-Danlos Syndrome
113,114,Undirected,606,D24,,1,Ehlers-Danlos Syndrome
113,115,Undirected,607,D24,,1,Ehlers-Danlos Syndrome
113,116,Undirected,608,D24,,1,Ehlers-Danlos Syndrome
113,117,Undirected,609,D24,,1,Ehlers-Danlos Syndrome
113,118,Undirected,610,D24,,1,Ehlers-Danlos Syndrome
113,119,Undirected,611,D24,,1,Ehlers-Danlos Syndrome
113,120,Undirected,612,D24,,1,Ehlers-Danlos Syndrome
113,121,Undirected,613,D24,,1,Ehlers-Danlos Syndrome
113,122,Undirected,614,D24,,1,Ehlers-Danlos Syndrome
113,123,Undirected,615,D24,,1,Ehlers-Danlos Syndrome
113,124,Undirected,616,D24,,1,Ehlers-Danlos Syndrome
113,125,Undirected,617,D24,,1,Ehlers-Danlos Syndrome
114,115,Undirected,618,D24,,1,Ehlers-Danlos Syndrome
114,116,Undirected,619,D24,,1,Ehlers-Danlos Syndrome
114,117,Undirected,620,D24,,1,Ehlers-Danlos Syndrome
114,118,Undirected,621,D24,,1,Ehlers-Danlos Syndrome
114,119,Undirected,622,D24,,1,Ehlers-Danlos Syndrome
114,120,Undirected,623,D24,,1,Ehlers-Danlos Syndrome
114,121,Undirected,624,D24,,1,Ehlers-Danlos Syndrome
114,122,Undirected,625,D24,,1,Ehlers-Danlos Syndrome
114,123,Undirected,626,D24,,1,Ehlers-Danlos Syndrome
114,124,Undirected,627,D24,,1,Ehlers-Danlos Syndrome
114,125,Undirected,628,D24,,1,Ehlers-Danlos Syndrome
115,116,Undirected,629,D24,,1,Ehlers-Danlos Syndrome
115,117,Undirected,630,D24,,1,Ehlers-Danlos Syndrome
115,118,Undirected,631,D24,,1,Ehlers-Danlos Syndrome
115,119,Undirected,632,D24,,1,Ehlers-Danlos Syndrome
115,120,Undirected,633,D24,,1,Ehlers-Danlos Syndrome
115,121,Undirected,634,D24,,1,Ehlers-Danlos Syndrome
115,122,Undirected,635,D24,,1,Ehlers-Danlos Syndrome
115,123,Undirected,636,D24,,1,Ehlers-Danlos Syndrome
115,124,Undirected,637,D24,,1,Ehlers-Danlos Syndrome
115,125,Undirected,638,D24,,1,Ehlers-Danlos Syndrome
116,117,Undirected,639,D24,,1,Ehlers-Danlos Syndrome
116,118,Undirected,640,D24,,1,Ehlers-Danlos Syndrome
116,119,Undirected,641,D24,,1,Ehlers-Danlos Syndrome
116,120,Undirected,642,D24,,1,Ehlers-Danlos Syndrome
116,121,Undirected,643,D24,,1,Ehlers-Danlos Syndrome
116,122,Undirected,644,D24,,1,Ehlers-Danlos Syndrome
116,123,Undirected,645,D24,,1,Ehlers-Danlos Syndrome
116,124,Undirected,646,D24,,1,Ehlers-Danlos Syndrome
116,125,Undirected,647,D24,,1,Ehlers-Danlos Syndrome
117,118,Undirected,648,D24,,1,Ehlers-Danlos Syndrome
117,119,Undirected,649,D24,,1,Ehlers-Danlos Syndrome
117,120,Undirected,650,D24,,1,Ehlers-Danlos Syndrome
117,121,Undirected,651,D24,,1,Ehlers-Danlos Syndrome
117,122,Undirected,652,D24,,1,Ehlers-Danlos Syndrome
117,123,Undirected,653,D24,,1,Ehlers-Danlos Syndrome
117,124,Undirected,654,D24,,1,Ehlers-Danlos Syndrome
117,125,Undirected,655,D24,,1,Ehlers-Danlos Syndrome
118,119,Undirected,656,D24,,1,Ehlers-Danlos Syndrome
118,120,Undirected,657,D24,,1,Ehlers-Danlos Syndrome
118,121,Undirected,658,D24,,1,Ehlers-Danlos Syndrome
118,122,Undirected,659,D24,,1,Ehlers-Danlos Syndrome
118,123,Undirected,660,D24,,1,Ehlers-Danlos Syndrome
118,124,Undirected,661,D24,,1,Ehlers-Danlos Syndrome
118,125,Undirected,662,D24,,1,Ehlers-Danlos Syndrome
119,120,Undirected,663,D24,,1,Ehlers-Danlos Syndrome
119,121,Undirected,664,D24,,1,Ehlers-Danlos Syndrome
119,122,Undirected,665,D24,,1,Ehlers-Danlos Syndrome
119,123,Undirected,666,D24,,1,Ehlers-Danlos Syndrome
119,124,Undirected,667,D24,,1,Ehlers-Danlos Syndrome
119,125,Undirected,668,D24,,1,Ehlers-Danlos Syndrome
120,121,Undirected,669,D24,,1,Ehlers-Danlos Syndrome
120,122,Undirected,670,D24,,1,Ehlers-Danlos Syndrome
120,123,Undirected,671,D24,,1,Ehlers-Danlos Syndrome
120,124,Undirected,672,D24,,1,Ehlers-Danlos Syndrome
120,125,Undirected,673,D24,,1,Ehlers-Danlos Syndrome
121,122,Undirected,674,D24,,1,Ehlers-Danlos Syndrome
121,123,Undirected,675,D24,,1,Ehlers-Danlos Syndrome
121,124,Undirected,676,D24,,1,Ehlers-Danlos Syndrome
121,125,Undirected,677,D24,,1,Ehlers-Danlos Syndrome
122,123,Undirected,678,D24,,1,Ehlers-Danlos Syndrome
122,124,Undirected,679,D24,,1,Ehlers-Danlos Syndrome
122,125,Undirected,680,D24,,1,Ehlers-Danlos Syndrome
123,124,Undirected,681,D24,,1,Ehlers-Danlos Syndrome
123,125,Undirected,682,D24,,1,Ehlers-Danlos Syndrome
124,125,Undirected,683,D24,,1,Ehlers-Danlos Syndrome
126,127,Undirected,684,D25,,1,Epilepsy
126,128,Undirected,685,D25,,1,Epilepsy
126,129,Undirected,686,D25,,1,Epilepsy
127,128,Undirected,687,D25,,1,Epilepsy
127,129,Undirected,688,D25,,1,Epilepsy
128,129,Undirected,689,D25,,1,Epilepsy
130,131,Undirected,690,D26,,1,Ewing Sarcoma
132,133,Undirected,691,D27,,1,Familial Adenomatous Polyposis
135,136,Undirected,692,D29,,1,Fibrodysplasia Ossificans Progressiva
137,138,Undirected,693,D30,,1,Frontotemporal Dementia and Parkinsonism
137,139,Undirected,694,D30,,1,Frontotemporal Dementia and Parkinsonism
137,140,Undirected,695,D30,,1,Frontotemporal Dementia and Parkinsonism
137,141,Undirected,696,D30,,1,Frontotemporal Dementia and Parkinsonism
137,142,Undirected,697,D30,,1,Frontotemporal Dementia and Parkinsonism
137,143,Undirected,698,D30,,1,Frontotemporal Dementia and Parkinsonism
137,144,Undirected,699,D30,,1,Frontotemporal Dementia and Parkinsonism
137,145,Undirected,700,D30,,1,Frontotemporal Dementia and Parkinsonism
138,139,Undirected,701,D30,,1,Frontotemporal Dementia and Parkinsonism
138,140,Undirected,702,D30,,1,Frontotemporal Dementia and Parkinsonism
138,141,Undirected,703,D30,,1,Frontotemporal Dementia and Parkinsonism
138,142,Undirected,704,D30,,1,Frontotemporal Dementia and Parkinsonism
138,143,Undirected,705,D30,,1,Frontotemporal Dementia and Parkinsonism
138,144,Undirected,706,D30,,1,Frontotemporal Dementia and Parkinsonism
138,145,Undirected,707,D30,,1,Frontotemporal Dementia and Parkinsonism
139,140,Undirected,708,D30,,1,Frontotemporal Dementia and Parkinsonism
139,141,Undirected,709,D30,,1,Frontotemporal Dementia and Parkinsonism
139,142,Undirected,710,D30,,1,Frontotemporal Dementia and Parkinsonism
139,143,Undirected,711,D30,,1,Frontotemporal Dementia and Parkinsonism
139,144,Undirected,712,D30,,1,Frontotemporal Dementia and Parkinsonism
139,145,Undirected,713,D30,,1,Frontotemporal Dementia and Parkinsonism
140,141,Undirected,714,D30,,1,Frontotemporal Dementia and Parkinsonism
140,142,Undirected,715,D30,,1,Frontotemporal Dementia and Parkinsonism
140,143,Undirected,716,D30,,1,Frontotemporal Dementia and Parkinsonism
140,144,Undirected,717,D30,,1,Frontotemporal Dementia and Parkinsonism
140,145,Undirected,718,D30,,1,Frontotemporal Dementia and Parkinsonism
141,142,Undirected,719,D30,,1,Frontotemporal Dementia and Parkinsonism
141,143,Undirected,720,D30,,1,Frontotemporal Dementia and Parkinsonism
141,144,Undirected,721,D30,,1,Frontotemporal Dementia and Parkinsonism
141,145,Undirected,722,D30,,1,Frontotemporal Dementia and Parkinsonism
142,143,Undirected,723,D30,,1,Frontotemporal Dementia and Parkinsonism
142,144,Undirected,724,D30,,1,Frontotemporal Dementia and Parkinsonism
142,145,Undirected,725,D30,,1,Frontotemporal Dementia and Parkinsonism
143,144,Undirected,726,D30,,1,Frontotemporal Dementia and Parkinsonism
143,145,Undirected,727,D30,,1,Frontotemporal Dementia and Parkinsonism
144,145,Undirected,728,D30,,1,Frontotemporal Dementia and Parkinsonism
146,147,Undirected,729,D32,,1,Glaucoma
146,148,Undirected,730,D32,,1,Glaucoma
146,149,Undirected,731,D32,,1,Glaucoma
146,145,Undirected,732,D32,,1,Glaucoma
146,150,Undirected,733,D32,,1,Glaucoma
146,151,Undirected,734,D32,,1,Glaucoma
146,152,Undirected,735,D32,,1,Glaucoma
146,153,Undirected,736,D32,,1,Glaucoma
146,154,Undirected,737,D32,,1,Glaucoma
146,155,Undirected,738,D32,,1,Glaucoma
146,156,Undirected,739,D32,,1,Glaucoma
146,157,Undirected,740,D32,,1,Glaucoma
146,158,Undirected,741,D32,,1,Glaucoma
146,159,Undirected,742,D32,,1,Glaucoma
146,160,Undirected,743,D32,,1,Glaucoma
147,148,Undirected,744,D32,,1,Glaucoma
147,149,Undirected,745,D32,,1,Glaucoma
147,145,Undirected,746,D32,,1,Glaucoma
147,150,Undirected,747,D32,,1,Glaucoma
147,151,Undirected,748,D32,,1,Glaucoma
147,152,Undirected,749,D32,,1,Glaucoma
147,153,Undirected,750,D32,,1,Glaucoma
147,154,Undirected,751,D32,,1,Glaucoma
147,155,Undirected,752,D32,,1,Glaucoma
147,156,Undirected,753,D32,,1,Glaucoma
147,157,Undirected,754,D32,,1,Glaucoma
147,158,Undirected,755,D32,,1,Glaucoma
147,159,Undirected,756,D32,,1,Glaucoma
147,160,Undirected,757,D32,,1,Glaucoma
148,149,Undirected,758,D32,,1,Glaucoma
148,145,Undirected,759,D32,,1,Glaucoma
148,150,Undirected,760,D32,,1,Glaucoma
148,151,Undirected,761,D32,,1,Glaucoma
148,152,Undirected,762,D32,,1,Glaucoma
148,153,Undirected,763,D32,,1,Glaucoma
148,154,Undirected,764,D32,,1,Glaucoma
148,155,Undirected,765,D32,,1,Glaucoma
148,156,Undirected,766,D32,,1,Glaucoma
148,157,Undirected,767,D32,,1,Glaucoma
148,158,Undirected,768,D32,,1,Glaucoma
148,159,Undirected,769,D32,,1,Glaucoma
148,160,Undirected,770,D32,,1,Glaucoma
149,145,Undirected,771,D32,,1,Glaucoma
149,150,Undirected,772,D32,,1,Glaucoma
149,151,Undirected,773,D32,,1,Glaucoma
149,152,Undirected,774,D32,,1,Glaucoma
149,153,Undirected,775,D32,,1,Glaucoma
149,154,Undirected,776,D32,,1,Glaucoma
149,155,Undirected,777,D32,,1,Glaucoma
149,156,Undirected,778,D32,,1,Glaucoma
149,157,Undirected,779,D32,,1,Glaucoma
149,158,Undirected,780,D32,,1,Glaucoma
149,159,Undirected,781,D32,,1,Glaucoma
149,160,Undirected,782,D32,,1,Glaucoma
145,150,Undirected,783,D32,,1,Glaucoma
145,151,Undirected,784,D32,,1,Glaucoma
145,152,Undirected,785,D32,,1,Glaucoma
145,153,Undirected,786,D32,,1,Glaucoma
145,154,Undirected,787,D32,,1,Glaucoma
145,155,Undirected,788,D32,,1,Glaucoma
145,156,Undirected,789,D32,,1,Glaucoma
145,157,Undirected,790,D32,,1,Glaucoma
145,158,Undirected,791,D32,,1,Glaucoma
145,159,Undirected,792,D32,,1,Glaucoma
145,160,Undirected,793,D32,,1,Glaucoma
150,151,Undirected,794,D32,,1,Glaucoma
150,152,Undirected,795,D32,,1,Glaucoma
150,153,Undirected,796,D32,,1,Glaucoma
150,154,Undirected,797,D32,,1,Glaucoma
150,155,Undirected,798,D32,,1,Glaucoma
150,156,Undirected,799,D32,,1,Glaucoma
150,157,Undirected,800,D32,,1,Glaucoma
150,158,Undirected,801,D32,,1,Glaucoma
150,159,Undirected,802,D32,,1,Glaucoma
150,160,Undirected,803,D32,,1,Glaucoma
151,152,Undirected,804,D32,,1,Glaucoma
151,153,Undirected,805,D32,,1,Glaucoma
151,154,Undirected,806,D32,,1,Glaucoma
151,155,Undirected,807,D32,,1,Glaucoma
151,156,Undirected,808,D32,,1,Glaucoma
151,157,Undirected,809,D32,,1,Glaucoma
151,158,Undirected,810,D32,,1,Glaucoma
151,159,Undirected,811,D32,,1,Glaucoma
151,160,Undirected,812,D32,,1,Glaucoma
152,153,Undirected,813,D32,,1,Glaucoma
152,154,Undirected,814,D32,,1,Glaucoma
152,155,Undirected,815,D32,,1,Glaucoma
152,156,Undirected,816,D32,,1,Glaucoma
152,157,Undirected,817,D32,,1,Glaucoma
152,158,Undirected,818,D32,,1,Glaucoma
152,159,Undirected,819,D32,,1,Glaucoma
152,160,Undirected,820,D32,,1,Glaucoma
153,154,Undirected,821,D32,,1,Glaucoma
153,155,Undirected,822,D32,,1,Glaucoma
153,156,Undirected,823,D32,,1,Glaucoma
153,157,Undirected,824,D32,,1,Glaucoma
153,158,Undirected,825,D32,,1,Glaucoma
153,159,Undirected,826,D32,,1,Glaucoma
153,160,Undirected,827,D32,,1,Glaucoma
154,155,Undirected,828,D32,,1,Glaucoma
154,156,Undirected,829,D32,,1,Glaucoma
154,157,Undirected,830,D32,,1,Glaucoma
154,158,Undirected,831,D32,,1,Glaucoma
154,159,Undirected,832,D32,,1,Glaucoma
154,160,Undirected,833,D32,,1,Glaucoma
155,156,Undirected,834,D32,,1,Glaucoma
155,157,Undirected,835,D32,,1,Glaucoma
155,158,Undirected,836,D32,,1,Glaucoma
155,159,Undirected,837,D32,,1,Glaucoma
155,160,Undirected,838,D32,,1,Glaucoma
156,157,Undirected,839,D32,,1,Glaucoma
156,158,Undirected,840,D32,,1,Glaucoma
156,159,Undirected,841,D32,,1,Glaucoma
156,160,Undirected,842,D32,,1,Glaucoma
157,158,Undirected,843,D32,,1,Glaucoma
157,159,Undirected,844,D32,,1,Glaucoma
157,160,Undirected,845,D32,,1,Glaucoma
158,159,Undirected,846,D32,,1,Glaucoma
158,160,Undirected,847,D32,,1,Glaucoma
159,160,Undirected,848,D32,,1,Glaucoma
161,162,Undirected,849,D33,,1,Gorlin Syndrome
163,164,Undirected,850,D34,,1,Hemochromatosis
163,165,Undirected,851,D34,,1,Hemochromatosis
163,166,Undirected,852,D34,,1,Hemochromatosis
163,167,Undirected,853,D34,,1,Hemochromatosis
164,165,Undirected,854,D34,,1,Hemochromatosis
164,166,Undirected,855,D34,,1,Hemochromatosis
164,167,Undirected,856,D34,,1,Hemochromatosis
165,166,Undirected,857,D34,,1,Hemochromatosis
165,167,Undirected,858,D34,,1,Hemochromatosis
166,167,Undirected,859,D35,,1,Hepatocellular Carcinoma
168,169,Undirected,860,D35,,1,Hepatocellular Carcinoma
168,33,Undirected,861,D35,,1,Hepatocellular Carcinoma
168,40,Undirected,862,D35,,1,Hepatocellular Carcinoma
168,170,Undirected,863,D35,,1,Hepatocellular Carcinoma
168,171,Undirected,864,D35,,1,Hepatocellular Carcinoma
168,172,Undirected,865,D35,,1,Hepatocellular Carcinoma
168,30,Undirected,866,D35,,1,Hepatocellular Carcinoma
168,173,Undirected,867,D35,,1,Hepatocellular Carcinoma
169,33,Undirected,868,D35,,1,Hepatocellular Carcinoma
169,40,Undirected,869,D35,,1,Hepatocellular Carcinoma
169,170,Undirected,870,D35,,1,Hepatocellular Carcinoma
169,171,Undirected,871,D35,,1,Hepatocellular Carcinoma
169,172,Undirected,872,D35,,1,Hepatocellular Carcinoma
169,30,Undirected,873,D35,,1,Hepatocellular Carcinoma
169,173,Undirected,874,D35,,1,Hepatocellular Carcinoma
33,170,Undirected,876,D35,,1,Hepatocellular Carcinoma
33,171,Undirected,877,D35,,1,Hepatocellular Carcinoma
33,172,Undirected,878,D35,,1,Hepatocellular Carcinoma
33,173,Undirected,880,D35,,1,Hepatocellular Carcinoma
40,170,Undirected,881,D35,,1,Hepatocellular Carcinoma
40,171,Undirected,882,D35,,1,Hepatocellular Carcinoma
40,172,Undirected,883,D35,,1,Hepatocellular Carcinoma
40,173,Undirected,885,D35,,1,Hepatocellular Carcinoma
170,171,Undirected,886,D35,,1,Hepatocellular Carcinoma
170,172,Undirected,887,D35,,1,Hepatocellular Carcinoma
170,30,Undirected,888,D35,,1,Hepatocellular Carcinoma
170,173,Undirected,889,D35,,1,Hepatocellular Carcinoma
171,172,Undirected,890,D35,,1,Hepatocellular Carcinoma
171,30,Undirected,891,D35,,1,Hepatocellular Carcinoma
171,173,Undirected,892,D35,,1,Hepatocellular Carcinoma
172,30,Undirected,893,D35,,1,Hepatocellular Carcinoma
172,173,Undirected,894,D35,,1,Hepatocellular Carcinoma
30,173,Undirected,895,D35,,1,Hepatocellular Carcinoma
174,175,Undirected,896,D36,,1,Hereditary Hemorrhagic Telangiectasia
174,176,Undirected,897,D36,,1,Hereditary Hemorrhagic Telangiectasia
174,177,Undirected,898,D36,,1,Hereditary Hemorrhagic Telangiectasia
175,176,Undirected,899,D36,,1,Hereditary Hemorrhagic Telangiectasia
175,177,Undirected,900,D36,,1,Hereditary Hemorrhagic Telangiectasia
176,177,Undirected,901,D36,,1,Hereditary Hemorrhagic Telangiectasia
178,179,Undirected,902,D37,,1,Hereditary Multiple Exostoses
178,180,Undirected,903,D37,,1,Hereditary Multiple Exostoses
179,180,Undirected,904,D37,,1,Hereditary Multiple Exostoses
181,182,Undirected,905,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
181,183,Undirected,906,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
181,184,Undirected,907,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
181,186,Undirected,908,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
181,187,Undirected,909,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
181,188,Undirected,910,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
182,183,Undirected,911,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
182,184,Undirected,912,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
182,185,Undirected,913,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
182,186,Undirected,914,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
182,187,Undirected,915,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
182,188,Undirected,916,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
183,184,Undirected,917,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
183,185,Undirected,918,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
183,186,Undirected,919,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
183,187,Undirected,920,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
183,188,Undirected,921,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
184,185,Undirected,922,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
184,186,Undirected,923,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
184,187,Undirected,924,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
184,188,Undirected,925,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
185,186,Undirected,926,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
185,187,Undirected,927,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
185,188,Undirected,928,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
186,187,Undirected,929,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
186,188,Undirected,930,D38,,1,Hereditary Nonpolyposis Colorectal Cancer
187,188,Undirected,931,D39,,1,Hirschprung Disease
189,190,Undirected,932,D39,,1,Hirschprung Disease
189,191,Undirected,933,D39,,1,Hirschprung Disease
189,192,Undirected,934,D39,,1,Hirschprung Disease
189,193,Undirected,935,D39,,1,Hirschprung Disease
189,194,Undirected,936,D39,,1,Hirschprung Disease
189,195,Undirected,937,D39,,1,Hirschprung Disease
189,196,Undirected,938,D39,,1,Hirschprung Disease
189,197,Undirected,939,D39,,1,Hirschprung Disease
189,198,Undirected,940,D39,,1,Hirschprung Disease
190,191,Undirected,941,D39,,1,Hirschprung Disease
190,192,Undirected,942,D78,,2,Waardenburg Syndrome
190,193,Undirected,943,D78,,2,Waardenburg Syndrome
190,194,Undirected,944,D39,,1,Hirschprung Disease
190,195,Undirected,945,D39,,1,Hirschprung Disease
190,196,Undirected,946,D39,,1,Hirschprung Disease
190,197,Undirected,947,D39,,1,Hirschprung Disease
190,198,Undirected,948,D39,,1,Hirschprung Disease
191,192,Undirected,949,D39,,1,Hirschprung Disease
191,193,Undirected,950,D39,,1,Hirschprung Disease
191,194,Undirected,951,D39,,1,Hirschprung Disease
191,195,Undirected,952,D39,,1,Hirschprung Disease
191,196,Undirected,953,D39,,1,Hirschprung Disease
191,197,Undirected,954,D39,,1,Hirschprung Disease
191,198,Undirected,955,D39,,1,Hirschprung Disease
192,193,Undirected,956,D78,,2,Waardenburg Syndrome
192,194,Undirected,957,D39,,1,Hirschprung Disease
192,195,Undirected,958,D39,,1,Hirschprung Disease
192,196,Undirected,959,D39,,1,Hirschprung Disease
192,197,Undirected,960,D39,,1,Hirschprung Disease
192,198,Undirected,961,D39,,1,Hirschprung Disease
193,194,Undirected,962,D39,,1,Hirschprung Disease
193,195,Undirected,963,D39,,1,Hirschprung Disease
193,196,Undirected,964,D39,,1,Hirschprung Disease
193,197,Undirected,965,D39,,1,Hirschprung Disease
193,198,Undirected,966,D39,,1,Hirschprung Disease
194,195,Undirected,967,D39,,1,Hirschprung Disease
194,196,Undirected,968,D39,,1,Hirschprung Disease
194,197,Undirected,969,D39,,1,Hirschprung Disease
194,198,Undirected,970,D39,,1,Hirschprung Disease
195,196,Undirected,971,D39,,1,Hirschprung Disease
195,197,Undirected,972,D39,,1,Hirschprung Disease
195,198,Undirected,973,D39,,1,Hirschprung Disease
196,197,Undirected,974,D39,,1,Hirschprung Disease
196,198,Undirected,975,D39,,1,Hirschprung Disease
197,198,Undirected,976,D39,,1,Hirschprung Disease
200,201,Undirected,977,D41,,1,Hypertrophic Cardiomyopathy
200,202,Undirected,978,D41,,1,Hypertrophic Cardiomyopathy
200,203,Undirected,979,D41,,1,Hypertrophic Cardiomyopathy
200,204,Undirected,980,D41,,1,Hypertrophic Cardiomyopathy
200,205,Undirected,981,D41,,1,Hypertrophic Cardiomyopathy
200,206,Undirected,982,D41,,1,Hypertrophic Cardiomyopathy
200,207,Undirected,983,D41,,1,Hypertrophic Cardiomyopathy
200,208,Undirected,984,D41,,1,Hypertrophic Cardiomyopathy
200,209,Undirected,985,D41,,1,Hypertrophic Cardiomyopathy
200,210,Undirected,986,D41,,1,Hypertrophic Cardiomyopathy
201,202,Undirected,987,D41,,1,Hypertrophic Cardiomyopathy
201,203,Undirected,988,D41,,1,Hypertrophic Cardiomyopathy
201,204,Undirected,989,D41,,1,Hypertrophic Cardiomyopathy
201,205,Undirected,990,D41,,1,Hypertrophic Cardiomyopathy
201,206,Undirected,991,D41,,1,Hypertrophic Cardiomyopathy
201,207,Undirected,992,D41,,1,Hypertrophic Cardiomyopathy
201,208,Undirected,993,D41,,1,Hypertrophic Cardiomyopathy
201,209,Undirected,994,D41,,1,Hypertrophic Cardiomyopathy
201,210,Undirected,995,D41,,1,Hypertrophic Cardiomyopathy
202,203,Undirected,996,D41,,1,Hypertrophic Cardiomyopathy
202,204,Undirected,997,D41,,1,Hypertrophic Cardiomyopathy
202,205,Undirected,998,D41,,1,Hypertrophic Cardiomyopathy
202,206,Undirected,999,D41,,1,Hypertrophic Cardiomyopathy
202,207,Undirected,1000,D41,,1,Hypertrophic Cardiomyopathy
202,208,Undirected,1001,D41,,1,Hypertrophic Cardiomyopathy
202,209,Undirected,1002,D41,,1,Hypertrophic Cardiomyopathy
202,210,Undirected,1003,D41,,1,Hypertrophic Cardiomyopathy
203,204,Undirected,1004,D41,,1,Hypertrophic Cardiomyopathy
203,205,Undirected,1005,D41,,1,Hypertrophic Cardiomyopathy
203,206,Undirected,1006,D41,,1,Hypertrophic Cardiomyopathy
203,207,Undirected,1007,D41,,1,Hypertrophic Cardiomyopathy
203,208,Undirected,1008,D41,,1,Hypertrophic Cardiomyopathy
203,209,Undirected,1009,D41,,1,Hypertrophic Cardiomyopathy
203,210,Undirected,1010,D41,,1,Hypertrophic Cardiomyopathy
204,205,Undirected,1011,D41,,1,Hypertrophic Cardiomyopathy
